region,family,param,param_value,seed,sigma,theta_p,theta_r,start,savings,overhead,score,num_pauses,completed,within_budget,savings_perfect,degradation_frac
IT,arma,horizon,6.00000,4,NA,246.000,231.000,01-14,19.0773,141.688,0.595386,82.0000,true,true,19.4228,0.0177913
IT,arma,horizon,6.00000,5,NA,246.000,231.000,01-14,19.0773,141.688,0.595386,82.0000,true,true,19.4228,0.0177913
IT,arma,horizon,12.0000,1,NA,246.000,231.000,01-14,18.7132,141.727,0.593566,82.0000,true,true,19.4228,0.0365383
IT,arma,horizon,12.0000,2,NA,246.000,231.000,01-14,18.7132,141.727,0.593566,82.0000,true,true,19.4228,0.0365383
IT,arma,horizon,12.0000,3,NA,246.000,231.000,01-14,18.7132,141.727,0.593566,82.0000,true,true,19.4228,0.0365383
IT,arma,horizon,12.0000,4,NA,246.000,231.000,01-14,18.7132,141.727,0.593566,82.0000,true,true,19.4228,0.0365383
IT,arma,horizon,12.0000,5,NA,246.000,231.000,01-14,18.7132,141.727,0.593566,82.0000,true,true,19.4228,0.0365383
IT,arma,horizon,24.0000,1,NA,246.000,231.000,01-14,17.4982,141.803,0.587491,82.0000,true,true,19.4228,0.0990937
IT,arma,horizon,24.0000,2,NA,246.000,231.000,01-14,17.4982,141.803,0.587491,82.0000,true,true,19.4228,0.0990937
IT,arma,horizon,24.0000,3,NA,246.000,231.000,01-14,17.4982,141.803,0.587491,82.0000,true,true,19.4228,0.0990937
IT,arma,horizon,24.0000,4,NA,246.000,231.000,01-14,17.4982,141.803,0.587491,82.0000,true,true,19.4228,0.0990937
IT,arma,horizon,24.0000,5,NA,246.000,231.000,01-14,17.4982,141.803,0.587491,82.0000,true,true,19.4228,0.0990937
IT,arma,horizon,72.0000,1,NA,246.000,231.000,01-14,12.3120,142.111,0.561560,82.0000,true,true,19.4228,0.366108
IT,arma,horizon,72.0000,2,NA,246.000,231.000,01-14,12.3120,142.111,0.561560,82.0000,true,true,19.4228,0.366108
IT,arma,horizon,72.0000,3,NA,246.000,231.000,01-14,12.3120,142.111,0.561560,82.0000,true,true,19.4228,0.366108
IT,arma,horizon,72.0000,4,NA,246.000,231.000,01-14,12.3120,142.111,0.561560,82.0000,true,true,19.4228,0.366108
IT,arma,horizon,72.0000,5,NA,246.000,231.000,01-14,12.3120,142.111,0.561560,82.0000,true,true,19.4228,0.366108
IT,persistence,horizon,1.00000,1,NA,246.000,231.000,01-14,19.3661,140.849,0.596830,81.0000,true,true,19.4228,0.00292107
IT,persistence,horizon,1.00000,2,NA,246.000,231.000,01-14,19.3661,140.849,0.596830,81.0000,true,true,19.4228,0.00292107
IT,persistence,horizon,1.00000,3,NA,246.000,231.000,01-14,19.3661,140.849,0.596830,81.0000,true,true,19.4228,0.00292107
IT,persistence,horizon,1.00000,4,NA,246.000,231.000,01-14,19.3661,140.849,0.596830,81.0000,true,true,19.4228,0.00292107
IT,persistence,horizon,1.00000,5,NA,246.000,231.000,01-14,19.3661,140.849,0.596830,81.0000,true,true,19.4228,0.00292107
